,network,image_idx,target_cls,delta,rr,linna_time (seconds),linna_timeout,linna_is_real_cex,linna_cex,linna_result,linna_error
148,MNIST_3x100,24,1,0.02,0.8,242.1029602359995,True,,,timeout,False
149,MNIST_3x100,24,1,0.05,0.8,1.3055495729931863,False,True,"[0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.031189728152666102, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.02250104123643219, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.04339765216361088, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.7009804129600525, 0.8205882430076599, 0.26568627655506133, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.02917980498507516, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.722549033164978, 0.9460784316062927, 0.8049019694328308, -0.030392156168818477, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.16372549086809157, 0.9264705896377563, 0.9460784316062927, 0.9460784316062927, -0.014705880731344226, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.22647059261798858, 0.9460784316062927, 0.9460784316062927, 0.6323529601097106, 0.05784313771873713, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.06568627543747425, 0.693137276172638, 0.9460784316062927, 0.9460784316062927, 0.2833333432674408, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.622549045085907, 0.9460784316062927, 0.9460784316062927, 0.9460784316062927, 0.2833333432674408, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.01428454505201575, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.009696063318451196, 0.3460784375667572, 0.9107843160629272, 0.9460784316062927, 0.9460784316062927, 0.9460784316062927, 0.3833333432674408, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.3303921639919281, 0.922549021244049, 0.9460784316062927, 0.7500000119209289, 0.9460784316062927, 1.0460784316062928, 0.3833333432674408, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.01837556169432199, 0.18137255012989045, 0.43431373238563536, 0.6421568870544434, 0.879411768913269, 0.9460784316062927, 0.9460784316062927, 0.3774509847164154, 0.08725490868091583, 0.9460784316062927, 0.9460784316062927, 0.2833333432674408, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.11078431904315948, 0.7970588326454162, 0.9460784316062927, 0.9460784316062927, 0.8872549057006835, 0.5500000238418579, 0.19509804546833037, 0.06568627543747425, 0.08004502726816058, 0.9460784316062927, 0.9460784316062927, 0.2833333432674408, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.01586588581681651, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.022549019381403926, 0.12254902422428131, 0.12254902422428131, 0.06764705926179886, 0.05, 0.05, 0.05, 0.075490203499794, 0.9460784316062927, 0.9460784316062927, 0.32647059559822084, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.024190218719864737, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.12450980693101883, 0.8519607901573181, 0.9460784316062927, 0.7323529601097107, 0.05, 0.05, 0.05, 0.05, 0.05, -0.01594509459238262, 0.05, -0.03909966337326695, -0.05, -0.05, 0.05, -0.05, -0.05, -0.01923529733931951, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.722549033164978, 0.9460784316062927, 0.48137255311012267, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.006621482245659889, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.722549033164978, 0.9460784316062927, 0.3833333432674408, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.722549033164978, 1.0421568632125855, 0.29705882370471953, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.03679614403885175, -0.05, 0.05, 0.05, 0.05, 0.19509804546833037, 0.26176470816135405, 0.26176470816135405, 0.22647059261798858, 0.15196078568696975, 0.3794117748737335, 0.9166666746139527, 0.3794117748737335, 0.13235294371843337, 0.07156862765550613, 0.5852941393852233, 0.2558823645114899, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.0735294122248888, 0.21078431904315947, 0.5029412031173706, 1.00686274766922, 1.0460784316062928, 1.0460784316062928, 1.0225490212440491, 0.9588518001509196, 1.0460784316062928, 0.9460784316062927, 0.9460784316062927, 0.8637254953384399, 0.8872549057006835, 0.9460784316062927, 0.4911764979362488, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.04019608050584793, 0.6049019813537597, 0.9460784316062927, 0.9460784316062927, 1.0460784316062928, 0.9460784316062927, 0.9480392217636109, 0.8441176533699035, 0.6754902124404907, 0.5093574688279289, 0.4911764979362488, 0.4911764979362488, 0.4911764979362488, 0.4911764979362488, 0.4911764979362488, 0.2225490242242813, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.3931372582912445, 0.9460784316062927, 0.9460784316062927, 0.9460784316062927, 0.651960802078247, 0.20098040699958802, -0.030392156168818477, -0.05, 0.05, 0.05, -0.05, 0.03328445602423205, -0.05, -0.05, -0.05, -0.05, 0.05, -0.014606929418727977, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.175490203499794, 0.8696078538894654, 0.6676470756530761, 0.3303921639919281, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.04247360504490178, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.033381706235735206, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.046091207233300235, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.03258113025417026, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.04945792111128268, 0.05, -0.05, 0.05, 0.03524023521127753, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05]",sat,False
150,MNIST_3x100,25,2,0.02,0.2,1.3925077430030797,False,,,unsat,False
151,MNIST_3x100,25,2,0.05,0.2,241.82006076600373,True,,,timeout,False
152,MNIST_3x100,25,2,0.02,0.5,2.131189016996359,False,,,unsat,False
153,MNIST_3x100,25,2,0.05,0.5,242.01079642499826,True,,,timeout,False
154,MNIST_3x100,25,2,0.02,0.8,2.8288547370029846,False,,,unsat,False
155,MNIST_3x100,25,2,0.05,0.8,242.10689495100087,True,,,timeout,False
156,MNIST_3x100,26,4,0.02,0.2,17.396616994003125,False,,,unsat,False
157,MNIST_3x100,26,4,0.05,0.2,0.9728997909987811,False,False,"[0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.013321647271921987, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.048737351894618954, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.06764705926179886, 0.8480392217636108, 0.12254902422428131, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.09901961386203766, 0.06764705926179886, -0.05, -0.05, 0.05, 0.05, 0.05, 0.6598039388656616, 0.8245098114013671, 0.07156862765550613, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.2676470696926117, 0.8990196108818054, 0.3931372582912445, 0.05, 0.05, 0.05, 0.05, 0.1735294133424759, 0.9264705896377563, 0.4558823823928833, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.7245098233222962, 0.5852941393852233, 0.05, 0.05, 0.05, 0.05, -0.05, 0.48333336114883424, 0.9421568632125854, 0.13039216101169587, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.9558823585510254, 0.5911764979362488, 0.05, 0.05, 0.05, 0.05, -0.05, 0.5852941393852233, 1.0460784316062928, 0.23039216101169585, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.051960785686969754, 0.8872549057006835, 0.5872549295425415, 0.05, 0.05, 0.05, -0.05, -0.05, 0.9107843160629272, 1.00686274766922, 0.09901961386203766, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.8205882430076599, 0.5303921818733215, -0.022549019381403926, 0.05, 0.05, 0.05, -0.05, 0.9460784316062927, 0.7578431487083435, 0.061764706112444404, 0.07745098061859608, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.4911764979362488, 0.9421568632125854, 0.7127451181411744, 0.18333334028720855, 0.05, 0.05, -0.05, 0.9460784316062927, 0.8911764740943908, 0.6990196228027343, 0.3205882489681244, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.017884898982357653, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.016666670143604276, 0.6323529601097106, 1.0460784316062928, 0.95, 0.7127451181411744, 0.5813725709915161, 0.7147058963775634, 0.95, 0.9460784316062927, 0.3931372582912445, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.0382352938875556, 0.3029411852359772, 0.6284313917160034, 0.7578431487083435, 0.7578431487083435, 0.8245098114013671, 0.9460784316062927, 0.2519607961177826, -0.03431372456252575, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.314705890417099, 0.9460784316062927, 0.04019608050584793, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.4480392158031464, 0.9460784316062927, 0.04019608050584793, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.037369670791048575, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.07745098061859608, 0.7500000119209289, 0.8735294222831727, 0.08529411926865578, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.044117648899555204, 0.9421568632125854, 0.4754902243614197, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.33823530077934266, 1.0421568632125855, 0.15000000298023225, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.01738551369114865, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.5343137502670288, 0.9421568632125854, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.23431372940540313, 0.9460784316062927, 0.7147058963775634, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.20098040699958802, 1.0421568632125855, 0.6107843399047852, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.4911764979362488, 0.8676470637321472, 0.10098039284348488, 0.05, 0.02895986898527699, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.4911764979362488, 0.7186274647712707, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05]",sat,False
158,MNIST_3x100,26,4,0.02,0.5,241.96098167700256,True,,,timeout,False
