,network,image_idx,target_cls,delta,bounds,linna_time (seconds),linna_timeout,linna_is_real_cex,linna_cex,linna_result,linna_error
34,MNIST_3x100,8,1,0.05,"(3, 3)",3.3639062010006455,False,True,"[-0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.022947249075952008, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.04633485181770369, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.047299104304590334, 0.05, -0.05, 0.05, 0.05, 0.05, 0.011449658902964139, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.03356125562874667, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.027868884782627685, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.030392156168818477, 0.19705882370471955, 0.722549033164978, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.028431375324726102, 0.9460784316062927, 0.8519607901573181, 0.044117648899555204, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.021744228397607392, 0.028431375324726102, 0.9460784316062927, 0.9460784316062927, 0.13823529779911042, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.018979971573457124, -0.05, 0.05, 0.05, -0.05, 0.05, 0.1284313753247261, 0.9460784316062927, 0.95, 0.13823529779911042, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.005596893993841262, 0.005566466897771058, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.1284313753247261, 0.9460784316062927, 0.9460784316062927, 0.2735294133424759, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.1284313753247261, 0.9460784316062927, 0.9460784316062927, 0.4735294163227081, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.012745101749897, 0.8872549057006835, 0.9460784316062927, 0.6107843399047852, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.6480392336845398, 0.9460784316062927, 0.5107843399047851, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.7480392336845398, 0.9460784316062927, 0.6107843399047852, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.008322294317431103, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.6480392336845398, 0.9460784316062927, 0.5852941393852233, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.6480392336845398, 0.9460784316062927, 0.8911764740943908, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.4931372582912445, 0.9460784316062927, 0.9911764740943909, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.046113329178920304, 0.05, 0.05, 0.05, 0.27549020648002626, 0.9460784316062927, 0.9107843160629272, 0.07156862765550613, 0.006368931932318926, 0.05, -0.04509670740899452, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.011684925276519272, 0.05, 0.05, 0.05, 0.05, 0.05, 0.25980393290519715, 0.9460784316062927, 0.9147058844566345, 0.19901961386203765, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.040282960943670246, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.7892156958580017, 0.9460784316062927, 0.538235318660736, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.03660959419807263, -0.05, -0.05, -0.05, 0.05, 0.05, -0.03292612551394539, 0.05, -0.05, -0.05, 0.5147059082984924, 0.8950980424880981, 0.07224984339905949, -0.05, 0.05, -0.03306952410944842, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.6147059082984925, 0.8911764740943908, -0.04215686228126288, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.016805576472975384, 0.05, 0.05, 0.6147059082984925, 0.9460784316062927, 0.271568638086319, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.007778652422943841, -0.05, -0.05, 0.9519607901573182, 0.9186274528503418, 0.1068627506494522, -0.05, -0.05, -0.05, -0.05, 0.05, -0.015319646978834875, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.608823549747467, 0.7696078538894653, 0.07156862765550613, -0.05, -0.026925124364117814, -0.05, 0.010726047848879573, -0.05, 0.05, -0.05, 0.0013910155213889535, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.04490525103969778, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05]",sat,False
35,MNIST_3x100,8,1,0.05,"(0, 0)",603.2011163810002,True,,,timeout,False
36,MNIST_3x100,9,4,0.02,"(3, 3)",603.2213563920013,True,,,timeout,False
37,MNIST_3x100,9,4,0.02,"(0, 0)",4.855664603997866,False,,,unsat,False
38,MNIST_3x100,9,4,0.05,"(3, 3)",603.8954604600003,True,,,timeout,False
39,MNIST_3x100,9,4,0.05,"(0, 0)",603.2736885279992,True,,,timeout,False
40,MNIST_3x100,10,3,0.02,"(3, 3)",4.657676992999768,False,,,unsat,False
41,MNIST_3x100,10,3,0.02,"(0, 0)",5.1889826279984845,False,,,unsat,False
42,MNIST_3x100,10,3,0.05,"(3, 3)",603.7138546809983,True,,,timeout,False
43,MNIST_3x100,10,3,0.05,"(0, 0)",603.7700493429984,True,,,timeout,False
44,MNIST_3x100,11,5,0.02,"(3, 3)",603.3669103720022,True,,,timeout,False
45,MNIST_3x100,11,5,0.02,"(0, 0)",603.1210059199984,True,,,timeout,False
46,MNIST_3x100,11,5,0.05,"(3, 3)",603.3281181820021,True,,,timeout,False
47,MNIST_3x100,11,5,0.05,"(0, 0)",3.387267420999706,False,True,"[0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.016161690986836286, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.17156862765550612, 0.2068627506494522, 0.5558823823928833, 0.8676470637321472, 0.8676470637321472, 0.5735294342041015, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.3166666805744171, 0.6382353186607361, 0.9872549057006836, 1.0460784316062928, 0.9421568632125854, 0.9421568632125854, 0.9421568632125854, 0.7931372642517089, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.5617647290229797, 0.7382353067398071, 0.9460784316062927, 1.0460784316062928, 1.0460784316062928, 0.8950980424880981, 0.538235318660736, 0.3343137323856354, -0.0186274491250515, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.02592073944855349, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.12450980693101883, 0.5539215922355651, 0.9460784316062927, 0.8754902005195617, 0.7460784435272216, 0.27549020648002626, 0.10294118225574493, 0.06764705926179886, 0.039736751557369374, 0.05, -0.05, -0.05, -0.05, -0.05, -0.0054552154576849796, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.5147059082984924, 0.9421568632125854, 0.5186274766921997, -0.0029411755502223996, -0.05, 0.05, 0.05, 0.05, 0.05, -0.027148364896559796, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.01078431233763695, 0.4558823823928833, 0.8205882430076599, 0.2558823645114899, 0.25980393290519715, -0.0186274491250515, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.0008183049098438519, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.4754902243614197, 0.9421568632125854, 0.6049019813537597, -0.0186274491250515, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.95, 0.9460784316062927, 0.2558823645114899, -0.004176203960112965, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.014434528155962953, -0.05, -0.05, 0.05, 0.05, 0.05, -0.017040857109402598, 0.05, 0.05, 0.05, -0.05, 0.7382353067398071, 0.9421568632125854, 0.836274516582489, 0.2205882489681244, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.246942632947693, 0.0735294122248888, -0.05, 0.02058823853731155, 0.45196081399917604, 0.9421568632125854, 0.8950980424880981, 0.11078431904315948, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.030297003636204717, -0.05, 0.14803921729326247, 0.8539215803146363, 0.9715686321258545, 0.4107843220233917, -0.05, -0.05, 0.028431375324726102, 1.0421568632125855, 0.9421568632125854, 0.17745098173618318, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.9558823585510254, 1.0107843160629273, 0.4735294163227081, 0.05, -0.05, -0.05, 0.46764708757400514, 0.9421568632125854, 0.6754902124404907, 0.10490196123719216, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.5245098054409028, 1.0107843160629273, 1.0460784316062928, 1.0460784316062928, 0.9867188994593883, 0.8009804010391235, 0.9460784316062927, 0.8245098114013671, 0.14607843458652497, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.5049019634723664, 0.6970588445663453, 0.96372549533844, 0.96372549533844, 0.9676470637321473, 0.7558823704719544, 0.10294118225574493, 0.061764706112444404, 0.05, -0.05, -0.05, -0.05, -0.015145990664225409, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.009111826046319015, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.011303057831559556, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.0005737031844579715, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.02097407290973179, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05]",sat,False
48,MNIST_3x100,12,3,0.02,"(3, 3)",4.45657906300039,False,,,unsat,False
49,MNIST_3x100,12,3,0.02,"(0, 0)",4.413386077001633,False,,,unsat,False
50,MNIST_3x100,12,3,0.05,"(3, 3)",603.8572278270003,True,,,timeout,False
51,MNIST_3x100,12,3,0.05,"(0, 0)",603.2097600929992,True,,,timeout,False
52,MNIST_3x100,13,6,0.02,"(3, 3)",547.214458552,False,,,unsat,False
53,MNIST_3x100,13,6,0.02,"(0, 0)",4.747702303997357,False,,,unsat,False
54,MNIST_3x100,13,6,0.05,"(3, 3)",603.7577449550008,True,,,timeout,False
55,MNIST_3x100,13,6,0.05,"(0, 0)",603.5095413459967,True,,,timeout,False
56,MNIST_3x100,14,1,0.02,"(3, 3)",603.5889989030002,True,,,timeout,False
57,MNIST_3x100,14,1,0.02,"(0, 0)",603.8769480619994,True,,,timeout,False
