,network,image_idx,target_cls,delta,bounds,linna_time (seconds),linna_timeout,linna_is_real_cex,linna_cex,linna_result,linna_error
18,MNIST_3x100,4,9,0.05,"(3, 3)",3.386100436000561,False,True,"[-0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.03717427451398803, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.01515086713321346, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.0060761418541962755, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.04727104411006125, -0.015632616795659443, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.013181854851466888, 0.05, 0.05, 0.05, 0.05, -0.017033609604039737, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.26568627655506133, 0.5303921818733215, 0.7735294222831726, 0.9421568632125854, 0.9421568632125854, 0.3931372582912445, 0.29117648005485536, 0.6303921818733216, 0.16568627655506135, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.39117648005485534, 0.8598039269447326, 0.9382352948188781, 0.9421568632125854, 0.6911764860153198, 0.7735294222831726, 0.9382352948188781, 1.0382352948188782, 0.9421568632125854, 0.7088235497474671, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.03431372456252575, 0.1735294133424759, 0.8990196108818054, 0.9382352948188781, 0.695098054409027, 0.2049019753932953, -0.030392156168818477, 0.0970588244497776, 0.7637255072593689, 0.9382352948188781, 0.9421568632125854, 0.5049019634723664, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.32647059559822084, 1.0382352948188782, 0.9382352948188781, 0.6676470756530761, 0.10490196123719216, 0.05, 0.05, 0.4107843220233917, 1.0382352948188782, 1.0382352948188782, 0.9323529481887818, 0.13235294371843337, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.5676470875740052, 1.0421568632125855, 1.0382352948188782, 0.5225490450859069, 0.10490196123719216, 0.05, 0.05, 0.05, 0.893137264251709, 1.0382352948188782, 0.9382352948188781, 0.25980393290519715, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.0023715212070686523, -0.05, 0.05, -0.05, 0.05, 0.05, 0.5441176474094391, 1.0421568632125855, 0.9186274528503418, 0.6401960968971252, 0.08529411926865578, 0.05, 0.05, -0.0186274491250515, 0.2558823645114899, 0.9107843160629272, 0.9421568632125854, 0.4558823823928833, 0.05, 0.004195151901857396, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.011799420451265304, 0.112745101749897, 0.8598039269447326, 0.9382352948188781, 0.7401960968971253, -0.05, 0.05, 0.05, 0.0911764770746231, 0.7382353067398071, 0.9382352948188781, 0.9382352948188781, 0.6127451181411743, 0.09313725605607033, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.13627451211214064, 0.9382352948188781, 0.9382352948188781, 0.06764705926179886, 0.03627451211214065, 0.5166666686534882, 0.8225490331649781, 0.8950980424880981, 0.9421568632125854, 0.9382352948188781, 0.9343137264251709, 0.2519607961177826, -0.05, -0.05, -0.05, -0.037111815862187064, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.112745101749897, 0.8872781954503216, 0.9382352948188781, 0.9421568632125854, 0.9382352948188781, 0.9382352948188781, 0.9382352948188781, 0.836274516582489, 0.8401960849761962, 0.9382352948188781, 0.8558823585510253, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.024778962641592975, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.26568627655506133, 0.9715686321258545, 0.9421568632125854, 0.8009804010391235, 0.4911764979362488, 0.11470588743686676, 0.044117648899555204, 0.8029411911964417, 0.9382352948188781, 0.5107843399047851, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.03014805547264556, -0.05, 0.05, 0.29313725531101226, 1.05, 0.9421568632125854, 0.4217886397651229, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.32843138575553893, 0.9421568632125854, 0.9382352948188781, 0.13235294371843337, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.9421568632125854, 0.9382352948188781, 0.03235294371843338, 0.05, 0.05, -0.004151422058022345, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.32843138575553893, 0.9421568632125854, 1.0382352948188782, 0.13235294371843337, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.46568627953529357, 1.0421568632125855, 1.0382352948188782, 0.13235294371843337, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.22647059261798858, 1.05, 1.0421568632125855, 0.13235294371843337, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.9049019694328309, 1.0382352948188782, 0.2696078449487686, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.4264705955982208, 1.0382352948188782, 0.7911764860153199, 0.21470588743686675, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.004901961237192151, 0.6715686440467834, 0.9382352948188781, 0.6166666865348815, -0.006862743943929675, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.004901961237192151, 0.5264706134796142, 0.9382352948188781, 0.11470588743686676, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05]",sat,False
19,MNIST_3x100,4,9,0.05,"(0, 0)",603.9933221890005,True,,,timeout,False
20,MNIST_3x100,5,2,0.02,"(3, 3)",854.8924030159997,False,,,unsat,False
21,MNIST_3x100,5,2,0.02,"(0, 0)",16.15188031099933,False,,,unsat,False
22,MNIST_3x100,5,2,0.05,"(3, 3)",603.5219174740014,True,,,timeout,False
23,MNIST_3x100,5,2,0.05,"(0, 0)",603.6465331170002,True,,,timeout,False
24,MNIST_3x100,6,1,0.02,"(3, 3)",603.5211345609987,True,,,timeout,False
25,MNIST_3x100,6,1,0.02,"(0, 0)",603.6354773900002,True,,,timeout,False
26,MNIST_3x100,6,1,0.05,"(3, 3)",4.23333183899922,False,True,"[-0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.0030502466507553567, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.03571938929190666, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.5186274766921997, 0.95, 0.7774509906768798, 0.07156862765550613, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.175490203499794, 0.9794117689132691, 0.9421568632125854, 0.9382352948188781, 0.22843138575553895, -0.024197197146213947, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.09313725605607033, 0.736274528503418, 0.9421568632125854, 0.9382352948188781, 0.22843138575553895, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.005266617213347185, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.5147059082984924, 0.9421568632125854, 0.9382352948188781, 0.22843138575553895, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.004930506736671651, -0.05, 0.05, 0.05, 0.05, -0.05, 0.01061629440501574, -0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.112745101749897, 0.7990196228027344, 0.9421568632125854, 0.9382352948188781, 0.22843138575553895, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.02854280942258574, 0.05, 0.05, -0.05, -0.05, -0.03880888485457057, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.15196078568696975, 0.8166666746139526, 0.9421568632125854, 0.9382352948188781, 0.43627451062202455, 0.07156862765550613, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.5401960790157319, 0.9421568632125854, 0.9382352948188781, 0.9382352948188781, 0.4735294163227081, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.03305359355465786, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.9421568632125854, 0.9382352948188781, 0.9382352948188781, 0.37352941632270814, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.95, 0.9421568632125854, 0.9421568632125854, 0.37352941632270814, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.9421568632125854, 0.9382352948188781, 0.9382352948188781, 0.37352941632270814, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, -0.05, -0.047104955800037575, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.9421568632125854, 0.9382352948188781, 0.9382352948188781, 0.4735294163227081, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.026630695834503993, -0.03910750167277937, 0.9421568632125854, 0.9382352948188781, 1.0382352948188782, 0.4735294163227081, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 1.05, 0.9421568632125854, 1.0421568632125855, 0.7166666865348816, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.9421568632125854, 0.9382352948188781, 1.0382352948188782, 1.0382352948188782, 0.21470588743686675, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.5343137502670288, 0.9382352948188781, 0.9382352948188781, 1.0382352948188782, 0.5147059082984924, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.4774509847164154, 0.9382352948188781, 0.9382352948188781, 0.9382352948188781, 0.6147059082984925, 0.023864468057117144, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, 0.8049019694328308, 0.9421568632125854, 0.9421568632125854, 0.95, 0.14647741395186314, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.736274528503418, 0.9382352948188781, 0.9382352948188781, 1.0421568632125855, 0.08725490868091583, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.3362745225429535, 1.0382352948188782, 1.0382352948188782, 1.0421568632125855, 0.08725490868091583, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.17156862765550612, 0.7774509906768798, 1.0382352948188782, 1.0421568632125855, 0.18725490868091582, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, -0.05, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.020981497419084425, -0.05, -0.05, 0.05, -0.05, -0.05, 0.05, 0.05, -0.05, 0.05, -0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, 0.05, 0.05, 0.05, -0.05, 0.05, 0.05, -0.05, -0.05, 0.05, 0.05, 0.05, -0.05, -0.05, 0.05, -0.05, 0.05]",sat,False
27,MNIST_3x100,6,1,0.05,"(0, 0)",603.5929783400006,True,,,timeout,False
28,MNIST_3x100,7,3,0.02,"(3, 3)",5.023067781999998,False,,,unsat,False
29,MNIST_3x100,7,3,0.02,"(0, 0)",4.590334534001158,False,,,unsat,False
30,MNIST_3x100,7,3,0.05,"(3, 3)",603.9257437859997,True,,,timeout,False
31,MNIST_3x100,7,3,0.05,"(0, 0)",603.7080691360006,True,,,timeout,False
32,MNIST_3x100,8,1,0.02,"(3, 3)",603.3712844800011,True,,,timeout,False
33,MNIST_3x100,8,1,0.02,"(0, 0)",603.6854250460001,True,,,timeout,False
