,reduction_rate,accuracy,duration
0,0.06166666666666665,0.9744,2.151515848003328
1,0.125,0.9744,3.9835620460216887
2,0.18666666666666665,0.9746,8.601080893015023
3,0.25,0.9738,12.489264441013802
4,0.31166666666666665,0.9728,15.75191148801241
5,0.375,0.9673,19.500250558980042
6,0.43666666666666665,0.9633,22.8350718949805
7,0.5,0.9534,25.395329948019935
8,0.5616666666666666,0.9257,27.03866723101237
9,0.625,0.8898,28.17306462000124
10,0.6866666666666666,0.8296,28.427061866997974
11,0.75,0.7478,28.048153670999454
12,0.8116666666666666,0.611,27.87557725899387
13,0.875,0.3003,26.44416521702078
14,0.9366666666666666,0.1081,20.35575289101689
