,reduction_rate,accuracy,duration
0,0.06142857142857139,0.9718,2.6249580629810225
1,0.12428571428571433,0.9718,4.2698473209748045
2,0.18714285714285717,0.972,6.980914520012448
3,0.25,0.9718,12.340039553993847
4,0.3114285714285714,0.971,16.555618918006076
5,0.37428571428571433,0.969,20.477657735027606
6,0.43714285714285717,0.9672,23.71289387199795
7,0.5,0.961,26.722902055014856
8,0.5614285714285714,0.9561,32.06307137699332
9,0.6242857142857143,0.9358,31.956870032998268
10,0.6871428571428572,0.8587,37.39884934099973
11,0.75,0.7606,32.80860923099681
12,0.8114285714285714,0.5227,30.31809364198125
13,0.8742857142857143,0.255,28.429059745016275
14,0.9371428571428572,0.0937,22.086215960007394
