,reduction_rate,accuracy,duration
0,0.10499999999999998,0.9744,2.0509000989841297
1,0.125,0.9744,8.892016332014464
2,0.18833333333333335,0.9746,28.87869794497965
3,0.25,0.9746,46.83613675899687
4,0.31333333333333335,0.9746,71.19044510900858
5,0.375,0.9723,79.62782034999691
6,0.43833333333333335,0.9729,96.95233838399872
7,0.5,0.9711,106.29389014400658
8,0.5633333333333334,0.9681,114.2373796509928
9,0.625,0.963,124.24333008099347
10,0.6883333333333334,0.9504,129.65386577500612
11,0.75,0.9354,137.3565574809909
12,0.8133333333333334,0.8957,143.65657297099824
13,0.875,0.6619,142.61411138999392
14,0.9383333333333334,0.2004,145.04179981700145
