,reduction_rate,accuracy,duration
0,0.06333333333333335,0.9763,5.214093690010486
1,0.1266666666666667,0.977,13.53322901998763
2,0.18999999999999995,0.9722,18.046886686002836
3,0.25,0.9696,26.73020079600974
4,0.31333333333333335,0.9666,32.180888042988954
5,0.3766666666666667,0.9621,39.96328121601255
6,0.43999999999999995,0.9564,45.79438711301191
7,0.5,0.9512,51.636761646019295
8,0.5633333333333334,0.9393,48.66269088801346
9,0.6266666666666667,0.9214,53.887835530011216
10,0.69,0.9035,53.84201978400233
11,0.75,0.8501,56.083978783979546
12,0.8133333333333334,0.614,54.57105684300768
13,0.8766666666666667,0.4655,54.61430374401971
14,0.94,0.1994,50.802770709007746
