,reduction_rate,accuracy,duration
0,0.06333333333333335,0.9761,4.224146780004958
1,0.1266666666666667,0.9756,9.692205582978204
2,0.18999999999999995,0.9755,16.122071415011305
3,0.25,0.9714,20.513744405005127
4,0.31333333333333335,0.9714,27.06190377898747
5,0.3766666666666667,0.9672,27.59769131199573
6,0.43999999999999995,0.9641,30.285702429973753
7,0.5,0.9584,34.103191417991184
8,0.5633333333333334,0.9521,36.460201484995196
9,0.6266666666666667,0.9396,39.06340370999533
10,0.69,0.9168,38.32534119198681
11,0.75,0.8855,41.59258487299667
12,0.8133333333333334,0.7929,40.60105310397921
13,0.8766666666666667,0.584,41.94643785798689
14,0.94,0.2025,38.846602092002286
