,reduction_rate,accuracy,duration
0,0.06142857142857139,0.9718,1.4625340759812389
1,0.12428571428571433,0.9718,1.8018788600165863
2,0.18714285714285717,0.9719,1.7087594970071223
3,0.25,0.9713,1.7329824170155916
4,0.3114285714285714,0.9705,1.896217585017439
5,0.37428571428571433,0.9698,1.8352249159943312
6,0.43714285714285717,0.9679,1.8394580270105507
7,0.5,0.9635,1.8901826330111362
8,0.5614285714285714,0.9569,1.9413163809804246
9,0.6242857142857143,0.9433,1.9092095050145872
10,0.6871428571428572,0.898,1.863119412009837
11,0.75,0.814,1.8823208390094806
12,0.8114285714285714,0.6012,1.7931878990202677
13,0.8742857142857143,0.4296,1.7742227790004108
14,0.9371428571428572,0.1668,1.8035740720224567
