,reduction_rate,accuracy,duration
0,0.06000000000000005,0.9762,0.567338215012569
1,0.1233333333333333,0.9761,0.6640497049957048
2,0.18666666666666665,0.9758,0.7478174080024473
3,0.25,0.9732,0.7738617819850333
4,0.31000000000000005,0.97,0.7670335120055825
5,0.3733333333333333,0.9661,0.7513355409901123
6,0.43666666666666665,0.9593,0.7710893930052407
7,0.5,0.9502,0.7558878069976345
8,0.56,0.9404,0.7467233900097199
9,0.6233333333333333,0.9141,0.7587117640068755
10,0.6866666666666666,0.8518,0.7473507319809869
11,0.75,0.7729,0.7663557449996006
12,0.81,0.6576,0.7809994390117936
13,0.8733333333333333,0.5051,0.68869688801351
14,0.9366666666666666,0.2247,0.6994489280041307
